"Tennessee Martin",104.81367363558,110.79077205537,0.34574823686915,17–11,17,28,50.5,49.3,32.8,24.6,15,13.2,27,26.3,73.2,48.2,49.4,36.2,32.8,7.1,10.8,44.7,50.2,38.1,41,73.7,,,,2024,,,,-6.918573468946,77,71.6
"Morehead St.",106.66416127536,103.52147637806,0.58514253251202,22–8,22,30,54.4,45.7,31.3,32.7,18.5,15.5,32,26.4,65.7,55.6,45.4,35.3,31.1,11.2,7.9,52.4,41.1,45.1,31.2,65.3,,,,2024,,,,-3.3751291950952,71.5,75.8
Tennessee,115.60011607276,91.25044842101,0.93820141099433,24–8,24,32,51.5,45.4,34.3,35.8,14.6,18.9,32.4,28.6,70.6,51.6,44.3,34.2,31.4,13.6,8,61.2,49.5,41.3,41.4,70.2,,,,2024,,,,5.7572159771965,74.9,70.7
"Texas St.",98.878164816853,102.09783653985,0.40890457137458,15–18,15,33,47.1,49.7,37.8,38.3,19.9,18.6,31.2,29.4,68,47.1,50.6,31.4,32.1,9.1,9.4,44.9,48.2,24.3,35.4,67.3,,,,2024,,,,-10.343672537552,69.4,72.5
"Jackson St.",99.834211888873,111.07741845159,0.22666491395158,15–17,15,32,47,52.6,34.7,34.5,19,19,34.9,32,70,46.2,52.4,32.5,35.2,9.9,9.6,48.1,54.9,33.8,39.6,69.7,,,,2024,,,,-11.628296953348,70.4,71.7
Mississippi,113.99670335597,102.59942823808,0.77054258319696,20–12,20,32,51.2,50.2,35.1,32.3,15.7,18.1,30.1,36.2,68.6,49.2,50,36.6,33.8,15.1,8,57.6,55.4,35.1,37,67.7,,,,2024,,,,-0.39262188913795,72.8,71.1
Wyoming,107.39308937762,106.62293683265,0.52068008648074,13–17,13,30,50.9,52.8,38,27.8,18.5,15.9,28.6,29.1,67.7,49,53.7,36.1,34.4,6.7,11.4,46.4,49.5,37,40,68.1,,,,2024,,,,-7.3415085047244,74.9,73.8
Minnesota,113.3283266053,102.63600519827,0.75761611596894,18–14,18,32,54.3,50.1,35.6,29.9,17.6,15.9,30.8,29.1,67.7,54.7,48.3,35.8,36.3,11,9,64.9,56.5,39.5,29.7,67.6,,,,2024,,,,-2.5107638280552,69.3,72.3
Illinois,124.40066717004,100.4081826664,0.92158170228835,26–8,26,34,53.8,48,37.8,27.1,15.1,12.3,36.2,26.1,70.5,54.7,46.6,34.9,34.3,8.2,8.3,44.4,42.6,38.3,27.9,70.8,,,,2024,,,,6.0043054694358,74.5,71.7
UTEP,97.662095756616,98.183059157179,0.48470928447808,15–16,15,31,48.1,51.5,42.8,46.3,21.2,25.9,29,31,70.3,48.8,53.2,31,32.1,7.6,10.1,49,46.8,31.3,33.9,70.5,,,,2024,,,,-10.580946967025,68.6,70.7
"Loyola Chicago",104.54585543818,96.177016232149,0.72302303967248,22–9,22,31,51.8,46.2,33.6,36.2,18.6,17.8,27.1,25.1,69.2,51.1,43.4,35.2,34.2,14.1,12.3,64.1,49.1,40.5,36.1,69.6,,,,2024,,,,-1.4889209545963,68.3,73.5
Texas,118.55604232267,98.272438546805,0.89640330385879,20–12,20,32,53.7,49,30.4,35,16.6,18.6,30.5,30,68.2,53.4,47.4,36.1,34.8,11.7,9,56.5,47.1,34.9,32.4,68.2,,,,2024,,,,1.2208248722811,75.7,71.9
"Maryland Eastern Shore",89.079704503234,109.54375493129,0.084856900957671,5–20,5,25,43,50.9,32.7,37.8,20,18.9,28.8,33.7,67.6,43.3,51.7,28.3,33,7.4,8.7,47,48.6,34.8,36.2,68.1,,,,2024,,,,-16.442432375749,71.3,69.1
"Western Illinois",97.343954360305,104.81084904726,0.29944825672886,17–12,17,29,46.5,46.5,35.6,25.1,20.1,14.2,37.2,28.9,66,46,46.8,31.7,30.4,12.8,8.4,51.5,41.1,31,30.7,65.5,,,,2024,,,,-7.9621770776426,62.3,72.4
