Seton Hall,104.687559,92.9432036,0.7971222497,16–15,16,31,49.4,47.6,40.5,31,20.4,21.3,30.8,30.3,67.7,49.2,48.2,33.2,31,12.2,12.3,51.3,54.3,32.7,37.5,67.3,,,,2023,,,,-2.278675559,67.8,72.8
Colorado,105.0879461,93.36132306,0.7958709827,17–16,17,33,49,47.7,30.3,32.2,19.2,19.6,31.3,25.3,69.7,49.6,47.7,31.9,31.8,9.8,10.7,50.9,46.6,34.7,34.4,70,,,,2023,,,,-3.285713305,69.3,71
Dayton,108.3168982,96.2312619,0.7958457191,22–12,22,34,53,45,35.5,23.9,18.8,16.1,30.7,27,63.6,54.3,45.7,33.8,29.3,12.4,6.9,62.2,48.6,37.3,38.7,63.3,,,,2023,,,,-4.093391908,69.9,70.5
Arizona St.,105.5781935,93.83400071,0.7951304327,22–12,22,34,47.5,46.4,30.8,33.4,16.9,20.6,29.6,31.8,69.2,47.9,43.8,31.4,33.6,13.2,8.2,56.9,53.9,39.5,39.1,69.1,,,,2023,,,11,1.336325534,68.9,70.2
Sam Houston St.,104.5415712,92.98306133,0.7937084624,21–7,21,28,51,48.4,33.5,39,20,23.2,31,25.1,65.5,47.1,46.9,38.5,33.4,7.7,8.7,49.6,55.9,36.9,46.4,65.2,,,,2023,,,,0.3644151023,69.1,69.5
Iona,108.9069829,97.1011408,0.7891021346,27–7,27,34,51.8,45.9,29,31.2,15.3,20.9,32,30.5,68.8,50.8,47,36,29.2,14.8,6.5,53.4,50.6,32.1,34.5,69.4,,,,2023,,,13,-1.458764701,73.1,70.2
Florida,105.5458745,94.3314497,0.7844528915,16–16,16,32,49.8,45.9,35.1,29.8,15.7,17.6,23.5,30.5,69.8,50.9,45.4,31.9,31.4,12.5,8.5,49.1,44.9,36.7,30.5,70.2,,,,2023,,,,-2.733053077,71.7,70.4
Kent St.,106.220599,94.939942,0.7843410733,26–6,26,32,51.3,47.2,32,38.8,16.3,22.6,30.9,30.2,69.3,52.2,47.8,33.2,30.9,12.5,7.4,45,50.8,38.6,40.7,68.8,,,,2023,,,13,1.10302117,72.3,72.4
VCU,104.1310631,93.12379888,0.7832634125,27–7,27,34,52.2,47,41.8,30.5,19.5,24.1,29,29.8,68.4,52.3,46.2,34.7,32.3,12.7,9.7,53.1,51,32.8,34.1,68.8,,,,2023,,,12,1.12204965,69.7,70.3
College of Charleston,109.2493143,97.7988957,0.7813022813,30–3,30,33,51.5,47.9,32.7,24.7,16.7,19.3,35.1,25.5,70.8,52.9,49.1,33.3,30.3,7.8,10.9,49.1,44.8,47.4,32,71.9,,,,2023,,,12,1.781697179,74.3,68
Villanova,111.5437549,100.0563419,0.7772756451,17–16,17,33,52,50.8,30.7,27.5,15.6,17.2,22.6,25.3,64.9,52.9,51,34,33.7,5.2,11,47.1,59.8,48,41.5,64.3,,,,2023,,,,-2.416801501,82.1,78.2
Wisconsin,104.469807,93.74450721,0.7765611867,17–14,17,31,48.5,50.3,24.1,28,13.5,18.6,22.4,25.4,63,45.8,51.3,35,32.3,4.2,10.3,49,43.3,40.5,35.8,63.6,,,,2023,,,,-0.5440928929,67.1,68.6
Virginia Tech,112.4886372,101.0499696,0.7743827543,19–14,19,33,54.2,50.6,26.4,24.9,14.8,16.3,26.1,27.4,66.8,54.1,50.4,36.2,34.1,8.5,9.9,56.8,47.5,39.6,35.8,67.3,,,,2023,,,,-3.427019633,73.5,70.4
Oral Roberts,112.2490743,100.8506595,0.774065958,26–4,26,30,56.1,48.5,24.6,22,13.2,17.6,24.5,27.4,70.8,56.6,46.6,37,34.2,13.5,7.8,47.9,46.2,45.8,39.9,71.2,,,,2023,,,12,1.985607802,78.4,71.9
Utah Valley,105.3392141,94.95971281,0.7672646501,22–8,22,30,51.6,44.1,36.8,29.8,19.5,16.8,29,29.4,71.5,52.6,42.5,33,31.6,15.6,7.6,57.4,44.9,33.6,33.1,70.5,,,,2023,,,,-0.003902766241,73.9,68.8
Santa Clara,109.441589,99.00574588,0.7599582235,22–9,22,31,52.5,50.8,30.9,25.8,17.1,16.5,30.2,24.5,71.5,50.5,48.6,37.4,36.2,9.8,6.8,49.1,51,36.4,39,70.7,,,,2023,,,,0.5834469098,70.3,73
Vanderbilt,113.2911547,102.6307148,0.7570317085,20–14,20,34,50.1,49.2,32.3,31.7,16,15,31,31.7,67,49.2,50.4,34.2,31.4,11.6,7.8,46.6,50.1,42.2,36.9,67.3,,,,2023,,,,0.1277685271,71.2,69.6
BYU,106.4713191,96.52404447,0.7554622779,17–15,17,32,51.5,49.5,32.5,37.8,20.2,18.5,31.8,24.1,70.6,53.1,48.8,32.7,33.7,11.3,7.4,53.3,50.3,39.5,38.1,70.4,,,,2023,,,,-4.139872623,72.5,69.1
Pittsburgh,112.0612372,101.9011957,0.7489426104,22–11,22,33,53.2,49.2,32.4,30.6,16.4,16.7,30.4,28.2,68.1,52.7,48.6,36,33.4,11.5,10.1,54.5,52.9,44.1,39.8,68,,,,2023,,,11,-0.5099337149,76.1,71
Yale,107.1021916,97.4336747,0.7480111156,19–8,19,27,53.3,46.9,31.1,33.3,16.5,18.3,28,23.1,67.2,53.1,45.5,35.8,32.7,11.7,7.4,49.7,51.3,34.9,40.4,66.7,,,,2023,,,,-2.085101897,70.1,70.3
Marshall,109.2123006,99.42024833,0.7465480767,23–8,23,31,52.6,47.7,26.2,28,15.5,20.1,31.7,32.6,72.4,53.9,47.7,33.6,31.9,12.6,4,57,46.1,36.9,34,72.8,,,,2023,,,,-2.528872442,69.8,63.9
Bradley,104.9808244,95.75705247,0.7422276994,24–9,24,33,52.9,46.6,27,31.6,17.9,19.4,29.2,24,65.8,52.7,45.6,35.5,32.2,12,6.9,51.3,48.7,39.4,38.3,65.9,,,,2023,,,,-0.9069471293,66.5,74.5
Stanford,112.0025975,102.1973496,0.741463236,14–19,14,33,52.4,51.5,29.4,28.6,18.9,18.3,31.2,26.4,66.1,51.1,50.4,36.3,35.4,9.8,8.1,58.5,51.5,39.7,40.8,66.5,,,,2023,,,,-6.193796549,69.4,73.1
Wake Forest,110.8348603,101.254721,0.7387772944,19–14,19,33,54.2,51.6,32.1,26.7,17.1,17.3,24.8,26.6,70.1,54,51,36.4,35,7.4,11.9,50.6,46.2,45.4,38.6,70.3,,,,2023,,,,-3.293657693,74.6,71.9
St. John's,106.5223947,97.60300441,0.7321660447,18–15,18,33,49.4,50.2,27.7,29.6,18.7,19.7,34,27.6,73.8,49.3,49.2,33.1,34.5,10,6.9,51.5,57.5,27,39.4,74.2,,,,2023,,,,-2.892354006,69.9,72
UNLV,106.2613805,97.38853637,0.7315938449,18–13,18,31,49.2,52.4,35.5,31,17.5,24.7,27.9,31,69.2,47.9,50.9,34.1,36.1,11.9,8.7,49.4,57.8,40,44.5,70.3,,,,2023,,,,-2.62797077,72.9,73.5
Toledo,118.3303685,108.6373369,0.7276735295,26–7,26,33,56.6,52.4,35.1,27.5,13.8,18.3,29.9,31,70.7,54.8,51.9,39.9,35.5,7.2,8.8,48.1,47.2,35.6,37.8,70.3,,,,2023,,,,-0.9471171556,77.3,74.4
Wichita St.,106.0802377,97.40645067,0.7273042726,17–15,17,32,50.7,47.5,30.8,25.9,18.2,16.9,29.1,28.2,67.7,53.3,45.4,30.9,33.6,11.3,9.3,51.5,56.8,37.2,40.8,66.8,,,,2023,,,,-5.076288937,71.6,71.5
Indiana St.,108.9886762,100.2943125,0.7223307546,21–12,21,33,56.4,48.2,31.9,31.4,16.7,17.5,21.7,22.7,70.9,58.8,48.5,35.7,31.8,5.1,10.3,57.3,40.2,46.2,36.1,71.5,,,,2023,,,,-6.431476919,76.8,73.2
UC Irvine,106.4085143,98.16307429,0.716575527,21–11,21,32,52.3,45.7,30.1,36.6,17.6,17.5,26.9,26.2,69.4,50,44.4,38,32.1,5.7,8,52.6,50.3,32.3,35.2,70.1,,,,2023,,,,-4.141548297,72.8,73.3
Louisiana Lafayette,110.9118192,102.3176766,0.7165697763,23–7,23,30,53,50.6,37.7,33.8,17.5,18.1,33.8,26.4,68.7,52.2,49.2,36.6,35.9,7.3,8.2,50.8,42.5,31.7,29.9,69.2,,,,2023,,,13,-0.305542786,67.2,70.5
Hofstra,107.8110454,99.46182253,0.7164605123,23–9,23,32,55.2,46.2,21.4,25.2,15.7,18.5,23,31.3,67.4,55.2,46.1,36.8,30.9,11.1,8.6,49.2,50.9,39.2,36.6,68.1,,,,2023,,,,-2.277762849,74.1,69.8
San Francisco,108.1888954,100.3436869,0.703848511,19–14,19,33,53.6,49.9,32.2,38.1,19.6,17.6,28.5,26.5,70.4,52.6,49.4,36.4,33.8,6.6,8.6,48.9,45.2,49.2,34.9,69.5,,,,2023,,,,-3.169781044,74.6,76.8
Southern Miss,106.154686,98.70541393,0.6977722011,22–7,22,29,51.2,47.6,32.8,30.4,17.5,19.7,30.9,28.7,68.3,52.4,47.2,32.7,32.2,7.4,6.7,55.2,52.6,37.2,38.2,69.2,,,,2023,,,,-0.513949819,72.9,72
Furman,111.9327804,104.1496644,0.6961011507,24–7,24,31,55.6,50.6,34.7,31.8,15.8,18.4,29.6,27.1,68.8,59.1,51.2,34.4,33.1,8.3,8.2,58.5,43.2,46.4,35.2,69.2,,,,2023,,,13,-1.870205953,73.5,70.8
Montana St.,104.0850774,96.95097722,0.6935005947,23–9,23,32,50.9,49.4,44.4,35.5,17.6,20.1,25.7,25.5,67.1,52.4,48,32,34.8,8.7,5.5,49.6,39.1,33.3,34.2,67.1,,,,2023,,,14,-2.552785055,76.3,74
South Alabama,106.4229516,99.13862494,0.6932536211,17–16,17,33,52.8,46.6,22.3,28.3,14.6,16.1,20.9,28.4,66.3,53.4,47.9,34.5,29,10.2,8.2,41.7,41.2,37.5,28.7,66.3,,,,2023,,,,-7.64566324,69.2,71.9
Saint Louis,109.8711837,102.3549529,0.6931552476,20–12,20,32,52.1,48.3,29.1,32.7,17.3,15.3,29.7,26.5,69.8,51.8,46.6,35.2,34,10.7,8.5,58.5,53.2,32.5,38,69.9,,,,2023,,,,-2.999894837,72.5,72.1
San Jose St.,108.515133,101.321416,0.6875749256,19–13,19,32,50.4,48.7,27.4,28.9,18.8,13.2,34.4,24.3,62.9,51.2,46.8,32.8,34.7,12,8,49.4,51.9,41.3,35.5,63.3,,,,2023,,,,-1.294830189,67.3,77.7
Tulane,108.6262835,101.4514714,0.6869347211,20–11,20,31,52.4,50.4,35.4,29.6,15.1,19.3,19.3,30.5,74,53.4,48.2,33.8,35.7,11.4,12.4,56.3,62.5,38.1,42,73.7,,,,2023,,,,-1.700156122,77.7,69.9
Nebraska,104.4065196,97.7372638,0.6811596247,16–16,16,32,51.7,49.9,28.2,21.9,18.6,17.7,24.7,28.3,67.3,53.4,49,32.6,34.1,7.2,12.1,51,59.4,36.7,43.6,67.6,,,,2023,,,,-2.144135138,64.1,69.4
Vermont,107.9928897,101.2772514,0.6766329807,22–10,22,32,54.9,50.7,28.4,26.9,14.2,16.8,19.3,22.5,65.5,55.5,50,36.2,34.6,8.3,8.5,52.1,44.8,43.3,36.1,65.4,,,,2023,,,15,-3.654457182,70.3,72.4
Colorado St.,110.241376,103.4848665,0.6742211521,14–18,14,32,54.8,52.2,29.8,29.6,16.7,17.9,19.6,27.1,66.2,55.8,51,35.5,35.8,7.6,9.9,61.5,50.6,38.4,43.1,67,,,,2023,,,,-5.990577344,74.2,74.4
